Index Verbas|Parlamentar|Período|Tipo Despesa|Data|CNPJ|Empresa|Valor
3|Clodoaldo Magalhães|Setembro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.800,00|13/10/2016|17.024.760/0001-31|WR SERVIÇOS DE LOCAÇÃO E AUTOS LTDA-EPP|3.800,00
4|Clodoaldo Magalhães|Setembro de 2016|V - Material de Expediente - R$ 3.950,00|05/12/2016|20.094.578/0001-61|C T C CARDOSO BARREIROS ME|3.950,00
5|Clodoaldo Magalhães|Setembro de 2016|I - Locação de Imóveis - R$ 2.300,00|30/09/2016|073.910.314-88|ANGÉLICA EMILIANA DE BARROS AMORIM FÉLIX XAVIER|2.300,00
1|Clodoaldo Magalhães|Outubro de 2016|I - Locação de Imóveis - R$ 2.300,00|31/10/2016|073.910.314-88|ANGÉLICA EMILIANA DE BARROS AMORIM FÉLIX XAVIER|2.300,00
2|Clodoaldo Magalhães|Outubro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|31/10/2016|04.949.680/0001-45|BARRETO SANTOS LTDA-EPP|5.400,00
3|Clodoaldo Magalhães|Outubro de 2016|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 3.798,40|01/12/2016|00.000.000/0000-00|(Nota cancelada)|0,00
4|Clodoaldo Magalhães|Outubro de 2016|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 3.798,40|06/12/2016|10.469.871/0001-02|S & SILVA ENTREGAS RAPIDAS LTDA - ME|3.798,40
5|Clodoaldo Magalhães|Outubro de 2016|V - Material de Expediente - R$ 3.951,60|07/11/2016|20.094.578/0001-61|C T C CARDOSO BARREIROS ME|3.951,60
1|Clodoaldo Magalhães|Novembro de 2016|I - Locação de Imóveis - R$ 2.300,00|30/11/2016|073.910.314-88|ANGÉLICA EMILIANA DE BARROS AMORIM FÉLIX XAVIER|2.300,00
2|Clodoaldo Magalhães|Novembro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|30/11/2016|04.949.680/0001-45|BARRETO SANTOS LTDA-EPP|5.400,00
3|Clodoaldo Magalhães|Novembro de 2016|V - Material de Expediente - R$ 3.801,83|06/12/2016|20.094.578/0001-61|C T C CARDOSO BARREIROS - ME|3.801,83
4|Clodoaldo Magalhães|Novembro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.948,17|05/12/2016|17.024.760/0001-31|WR SERVIÇOS DE LOCAÇÃO DE AUTOS LIMITADA - EPP|3.948,17
1|Clodoaldo Magalhães|Dezembro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 5.011,75|02/12/2016|17.024.760/0001-31|WR SERVIÇOS DE LOCAÇÃO DE AUTOS LIMITADA EPP|5.011,75
2|Clodoaldo Magalhães|Dezembro de 2016|I - Locação de Imóveis - R$ 2.300,00|31/12/2016|073.910.314-88|ANGÉLICA EMILIANA DE BARROS AMORIM FÉLIX XAVIER|2.300,00
3|Clodoaldo Magalhães|Dezembro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|31/12/2016|04.949.680/0001-45|BARRETO SANTOS LTDA|5.400,00
4|Clodoaldo Magalhães|Dezembro de 2016|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 0,00|07/12/2016|00.000.000/0000-00|(Nota cancelada)|0,00
1|Clodoaldo Magalhães|Janeiro de 2017|I - Locação de Imóveis - R$ 2.300,00|31/01/2017|073.910.314-88|ANGELICA EMILIANA DE BARROS AMORIM FELIX XAVIER|2.300,00
2|Clodoaldo Magalhães|Janeiro de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|31/01/2017|04.949.680/0001-45|BARRETO SANTOS LTDA-EPP|5.400,00
3|Clodoaldo Magalhães|Janeiro de 2017|V - Material de Expediente - R$ 3.554,32|28/03/2017|07.753.960/0001-71|CLEITON DOS SANTOS BARREIROS EPP|3.554,32
4|Clodoaldo Magalhães|Janeiro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.195,68|08/03/2017|00.000.000/0000-00|(Nota cancelada)|0,00
5|Clodoaldo Magalhães|Janeiro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.195,68|08/03/2017|17.024.760/0001-31|WR SERVIÇOS DE LOCAÇÃO E AUTOS LTDA - EPP|4.195,68
1|Clodoaldo Magalhães|Fevereiro de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|28/02/2017|04.949.680/0001-45|BARRETO SANTOS LTDA - EPP|5.400,00
2|Clodoaldo Magalhães|Fevereiro de 2017|V - Material de Expediente - R$ 4.014,00|14/03/2017|07.753,960/0001-71|CLEITON DOS SANTOS BARREIROS EPP|4.014,00
1|Clodoaldo Magalhães|Março de 2017|I - Locação de Imóveis - R$ 4.289,16|30/03/2017|583.398.252-91|TERCIO SOARES|3.450,00
2|Clodoaldo Magalhães|Março de 2017|I - Locação de Imóveis - R$ 4.289,16|14/03/2017|10.835.932/0001-08|COMPANHIA ENERGÉTICA DE PERNAMBUCO|153,16
3|Clodoaldo Magalhães|Março de 2017|I - Locação de Imóveis - R$ 4.289,16|08/03/2017|03.290.581/0001-31|CONDOMINIO DO EDIFICO EMPRESARIAL CENTER RECIFE|686,00
4|Clodoaldo Magalhães|Março de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|31/03/2017|04.949.680/0001-45|BARRETO SANTOS LTDA - EPP|5.400,00
1|Clodoaldo Magalhães|Abril de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|24/04/2017|27.443.575/0001-35|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
2|Clodoaldo Magalhães|Abril de 2017|I - Locação de Imóveis - R$ 4.262,41|04/04/2017|03.290.581/0001-31|CONDOMINIO DO EDIFICIO EMPRESARIAL CENTER RECIFE|686,00
3|Clodoaldo Magalhães|Abril de 2017|I - Locação de Imóveis - R$ 4.262,41|11/04/2017|10.835.932/0001-08|COMPANHIA ENERGETICA DE PERNAMBUCO|126,41
4|Clodoaldo Magalhães|Abril de 2017|I - Locação de Imóveis - R$ 4.262,41|30/04/2017|583.398.252-91|TERCIO SOARES|3.450,00
5|Clodoaldo Magalhães|Abril de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|30/04/2017|04.949.680/0001-45|BARRETO SANTOS LTDA - EPP|5.400,00
1|Clodoaldo Magalhães|Maio de 2017|I - Locação de Imóveis - R$ 4.264,80|03/05/2017|03.290.581/0001-31|CONDOMINIO DO EDIFICIO EMPRESARIAL CENTER RECIFE|686,00
2|Clodoaldo Magalhães|Maio de 2017|I - Locação de Imóveis - R$ 4.264,80|09/05/2017|10.835.932/0001-08|COMPANHIA ENERGETICA DE PERNAMBUCO|128,80
3|Clodoaldo Magalhães|Maio de 2017|I - Locação de Imóveis - R$ 4.264,80|30/05/2017|583.398.252-91|TÉRCIO SOARES|3.450,00
4|Clodoaldo Magalhães|Maio de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|31/05/2017|04.949.680/0001-45|BARRETO SANTOS LTDA - EPP|5.400,00
5|Clodoaldo Magalhães|Maio de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|25/05/2017|27.443.575/0001-35|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
1|Clodoaldo Magalhães|Junho de 2017|I - Locação de Imóveis - R$ 4.372,19|05/06/2017|03.290.581/0001-31|CONDOMINIO DO EDIFICIO EMPRESARIAL CENTER RECIFE|686,00
2|Clodoaldo Magalhães|Junho de 2017|I - Locação de Imóveis - R$ 4.372,19|12/06/2017|10.835.932/0001-08|COMPANHIA ENERGÉTICA DE PERNAMBUCO|236,19
3|Clodoaldo Magalhães|Junho de 2017|I - Locação de Imóveis - R$ 4.372,19|30/06/2017|583.398.252-91|TÉRCIO SOARES|3.450,00
4|Clodoaldo Magalhães|Junho de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|30/06/2017|04.949.680/0001-45|BARRETO SANTOS LTDA - EPP|5.400,00
5|Clodoaldo Magalhães|Junho de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|26/06/2017|27.443.575/0001-35|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
6|Clodoaldo Magalhães|Junho de 2017|V - Material de Expediente - R$ 310,21|28/06/2017|09.470.258/0001-26|TECHNO SPACE COM DE PROD TECNOLOGICOS LTDA|310,21
1|Clodoaldo Magalhães|Julho de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|31/07/2017|04.949.680/0001-45|BARRETO SANTOS LTDA - EPP|5.400,00
2|Clodoaldo Magalhães|Julho de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|28/07/2017|27.443.575/0001-35|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
3|Clodoaldo Magalhães|Julho de 2017|I - Locação de Imóveis - R$ 3.450,00|30/07/2017|583.398.252-91|TERCIO SOARES|3.450,00
4|Clodoaldo Magalhães|Julho de 2017|I - Locação de Imóveis - R$ 861,29|04/07/2017|03.290.581/0001-31|CONDOMINIO DO EDIFICIO EMPRESARIAL CENTER RECIFE|686,00
5|Clodoaldo Magalhães|Julho de 2017|I - Locação de Imóveis - R$ 861,29|13/07/2017|10.835.932/0001-08|COMPANHIA ENERGÉTICA DE PERNAMBUCO|175,29
1|Clodoaldo Magalhães|Agosto de 2017|I - Locação de Imóveis - R$ 4.130,26|07/08/2017|03.290.581/0001-31|CONDOMINIO DO EDIFICIO EMPRESARIAL CENTER RECIFE|546,40
2|Clodoaldo Magalhães|Agosto de 2017|I - Locação de Imóveis - R$ 4.130,26|10/08/2017|10.835.932/0001-08|COMPANHIA ENERGÉTICA DE PERNAMBUCO|133,86
3|Clodoaldo Magalhães|Agosto de 2017|I - Locação de Imóveis - R$ 4.130,26|30/08/2017|583.398.252-91|TÉRCIO SOARES|3.450,00
4|Clodoaldo Magalhães|Agosto de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|31/08/2017|04.949.680/0001-45|BARRETO SANTOS LTDA-EPP|5.400,00
5|Clodoaldo Magalhães|Agosto de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|30/08/2017|27.443.575/0001-35|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
6|Clodoaldo Magalhães|Agosto de 2017|IV - Divulgação de Atividade Parlamentar - R$ 552,14|21/09/2017|22.012.390/0001-52|KESYA ANDRESA DE FRANCA TAVARES 00920078486|552,14
1|Clodoaldo Magalhães|Setembro de 2017|I - Locação de Imóveis - R$ 3.450,00|30/09/2017|583.398.252-91|TÉRCIO SOARES|3.450,00
2|Clodoaldo Magalhães|Setembro de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|30/09/2017|04.949.680/0001-45|BARRETO SANTOS LTDA - EPP|5.400,00
3|Clodoaldo Magalhães|Setembro de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|29/09/2017|27.443.575/0001-35|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
4|Clodoaldo Magalhães|Setembro de 2017|IV - Divulgação de Atividade Parlamentar - R$ 1.000,00|29/09/2017|22.012.390/0001-52|KESYA ANDRESA DE FRANCA TAVARES|1.000,00
1|Clodoaldo Magalhães|Outubro de 2017|I - Locação de Imóveis - R$ 3.450,00|30/10/2017|583.398.252-91|TÉRCIO SOARES|3.450,00
2|Clodoaldo Magalhães|Outubro de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|31/10/2017|04.949.680/0001-45|BARRETO SANTOS LTDA - EPP|5.400,00
3|Clodoaldo Magalhães|Outubro de 2017|I - Locação de Imóveis - R$ 686,00|05/10/2017|03.290.581/0001-31|CONDOMINIO DO EDIFICIO EMPRESARIAL CENTER RECIFE|686,00
4|Clodoaldo Magalhães|Outubro de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|30/10/2017|27.443.575/0001-35|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
1|Clodoaldo Magalhães|Novembro de 2017|I - Locação de Imóveis - R$ 3.450,00|30/11/2017|583.398.252-91|TÉRCIO SOARES|3.450,00
2|Clodoaldo Magalhães|Novembro de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|30/11/2017|04.949.680/0001-45|BARRETO SANTOS LTDA - EPP|5.400,00
3|Clodoaldo Magalhães|Novembro de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|30/11/2017|27.443.575/0001-35|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
4|Clodoaldo Magalhães|Novembro de 2017|I - Locação de Imóveis - R$ 870,24|06/11/2017|03.290.581/0001-31|CONDOMINIO DO EDIFICIO EMPRESARIAL CENTER RECIFE|686,00
5|Clodoaldo Magalhães|Novembro de 2017|I - Locação de Imóveis - R$ 870,24|13/11/2017|10.835.932/0001-08|COMPANHIA ENERGETICA DE PERNAMBUCO|184,24
1|Clodoaldo Magalhães|Dezembro de 2017|I - Locação de Imóveis - R$ 686,00|05/12/2017|03.290.581/0001-31|CONDOMINIO DO EDIFICIO EMPRESARIAL CENTER RECIFE|686,00
2|Clodoaldo Magalhães|Dezembro de 2017|VIII - Peças, Acessórios e Serviços para Veículos - R$ 1.343,89|05/12/2017|17.024.760/0001-31|WR SERVIÇOS DE LOCAÇÃO DE AUTOS LIMITADA - EPP|1.343,89
3|Clodoaldo Magalhães|Dezembro de 2017|I - Locação de Imóveis - R$ 3.450,00|29/12/2017|583.398.252-91|TÉRCIO SOARES|3.450,00
4|Clodoaldo Magalhães|Dezembro de 2017|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|31/12/2017|04.949.680/0001-45|BARRETO SANTOS LTDA - EPP|5.400,00
5|Clodoaldo Magalhães|Dezembro de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.570,11|29/12/2017|27.443.575/0001-35|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|4.570,11
1|Clodoaldo Magalhães|Janeiro de 2018|I - Locação de Imóveis - R$ 3.450,00|30/01/2018|583.398.252-91|TÉRCIO SOARES|3.450,00
2|Clodoaldo Magalhães|Janeiro de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|31/01/2018|04.949.680/0001-45|BARRETO SANTOS LTDA|5.400,00
3|Clodoaldo Magalhães|Janeiro de 2018|I - Locação de Imóveis - R$ 686,00|04/01/2018|03.290.581/0001-31|CONDOMÍNIO DO EDIFÍCIO EMPRESARIAL CENTER RECIFE|686,00
4|Clodoaldo Magalhães|Janeiro de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|01/02/2018|27.443.575/0001-35|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
1|Clodoaldo Magalhães|Fevereiro de 2018|I - Locação de Imóveis - R$ 3.450,00|28/02/2018|583.398.252-91|TÉRCIO SOARES|3.450,00
2|Clodoaldo Magalhães|Fevereiro de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|28/02/2018|04.949.680/0001-45|BARRETO SANTOS LTDA - EPP|5.400,00
3|Clodoaldo Magalhães|Fevereiro de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|28/02/2018|27.443.575/0001-35|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
4|Clodoaldo Magalhães|Fevereiro de 2018|I - Locação de Imóveis - R$ 880,31|05/02/2018|03.290.581/0001-31|CONDOMINIO DO EDIFICIO EMPRESARIAL CENTER RECIFE|686,00
5|Clodoaldo Magalhães|Fevereiro de 2018|I - Locação de Imóveis - R$ 880,31|07/02/2018|00.000.000/0000-00|(Nota cancelada)|0,00
6|Clodoaldo Magalhães|Fevereiro de 2018|I - Locação de Imóveis - R$ 880,31|07/02/2018|10.835.932/0001-08|COMPANHIA ENERGETICA DE PERNAMBUCO|194,31
1|Clodoaldo Magalhães|Março de 2018|I - Locação de Imóveis - R$ 4.136,00|30/03/2018|583.398.252-91|TÉRCIO SOARES|3.450,00
2|Clodoaldo Magalhães|Março de 2018|I - Locação de Imóveis - R$ 4.136,00|02/03/2018|03.290.581/0001-31|CONDOMINIO DO EDIFICIO EMPRESARIAL CENTER RECIFE|686,00
3|Clodoaldo Magalhães|Março de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|31/03/2018|04.949.680/0001-45|BARRETO SANTOS LTDA|5.400,00
4|Clodoaldo Magalhães|Março de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|30/03/2018|27.443.575/0001-35|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
5|Clodoaldo Magalhães|Março de 2018|I - Locação de Imóveis - R$ 245,43|08/03/2018|10.565.000/0001-92|PREFEITURA DO RECIFE|67,58
6|Clodoaldo Magalhães|Março de 2018|I - Locação de Imóveis - R$ 245,43|20/03/2018|10.835.932/0001-08|COMPANHIA ENERGÉTICA DE PERNAMBUCO|177,85
1|Clodoaldo Magalhães|Abril de 2018|I - Locação de Imóveis - R$ 3.784,65|30/04/2018|58339825291|tércio soares|3.784,65
2|Clodoaldo Magalhães|Abril de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|30/04/2018|04949680000145|BARRETO SANTOS LTDA|5.400,00
3|Clodoaldo Magalhães|Abril de 2018|I - Locação de Imóveis - R$ 896,88|05/04/2018|03290581000131|CONDOMINIO DO EDIFICIO EMPRESARIAL CENTER RECIFE|687,00
4|Clodoaldo Magalhães|Abril de 2018|I - Locação de Imóveis - R$ 896,88|12/04/2018|10835932000108|COMPANHIA ENERGETICA DE PERNAMBUCO|209,88
5|Clodoaldo Magalhães|Abril de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|30/04/2018|27443575000135|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
1|Clodoaldo Magalhães|Maio de 2018|I - Locação de Imóveis - R$ 4.655,55|04/05/2018|03290581000131|CONDOMINIO DO EDIFICIO EMPRESARIAL CENTER RECIFE|687,00
2|Clodoaldo Magalhães|Maio de 2018|I - Locação de Imóveis - R$ 4.655,55|15/05/2018|10835932000108|COMPANHIA ENERGETICA DE PERNAMBUCO|183,90
3|Clodoaldo Magalhães|Maio de 2018|I - Locação de Imóveis - R$ 4.655,55|30/05/2018|58339825291|TERCIO SOARES|3.784,65
4|Clodoaldo Magalhães|Maio de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|31/05/2018|04949680000145|BARRETO SANTOS LTDA|5.400,00
5|Clodoaldo Magalhães|Maio de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|30/05/2018|27443575000135|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
1|Clodoaldo Magalhães|Junho de 2018|I - Locação de Imóveis - R$ 4.471,65|04/06/2018|03290581000131|CONDOMINIO DO EDIFICIO EMPRESARIAL CENTER RECIFE|687,00
2|Clodoaldo Magalhães|Junho de 2018|I - Locação de Imóveis - R$ 4.471,65|30/06/2018|58339825291|tércio soares|3.784,65
3|Clodoaldo Magalhães|Junho de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|30/06/2018|04949680000145|barreto santos ltda|5.400,00
4|Clodoaldo Magalhães|Junho de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|30/06/2018|27443575000135|rodrigo azevedo sociedade individual de advocacia|5.367,60
5|Clodoaldo Magalhães|Junho de 2018|I - Locação de Imóveis - R$ 210,75|06/06/2018|10565000000192|MUNICIPIO DO RECIFE|67,58
6|Clodoaldo Magalhães|Junho de 2018|I - Locação de Imóveis - R$ 210,75|13/06/2018|10835932000108|COMPANHIA ENERGETICA DE PERNAMBUCO|143,17
1|Clodoaldo Magalhães|Julho de 2018|I - Locação de Imóveis - R$ 3.784,65|30/07/2018|58339825291|TÉRCIO SOARES|3.784,65
2|Clodoaldo Magalhães|Julho de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|31/07/2018|04949680000145|BARRETO SANTOS LTDA|5.400,00
3|Clodoaldo Magalhães|Julho de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|31/07/2018|27443575000135|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
4|Clodoaldo Magalhães|Julho de 2018|I - Locação de Imóveis - R$ 897,75|05/07/2018|03290581000131|CONDOMINIO DO EDIFICIO EMPRESARIAL CENTER RECIFE|687,00
5|Clodoaldo Magalhães|Julho de 2018|I - Locação de Imóveis - R$ 897,75|10/07/2018|10565000000192|MUNICIPIO DO RECIFE|67,58
6|Clodoaldo Magalhães|Julho de 2018|I - Locação de Imóveis - R$ 897,75|10/07/2018|10835932000108|COMPANHIA ENERGÉTICA DE PERNAMBUCO|143,17
1|Clodoaldo Magalhães|Agosto de 2018|I - Locação de Imóveis - R$ 3.784,65|30/08/2018|58339825291|TÉRCIO SOARES|3.784,65
2|Clodoaldo Magalhães|Agosto de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|31/08/2018|04949680000145|BARRETO SANTOS LTDA|5.400,00
3|Clodoaldo Magalhães|Agosto de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|30/08/2018|27443575000135|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
4|Clodoaldo Magalhães|Agosto de 2018|I - Locação de Imóveis - R$ 897,75|03/08/2018|10565000000192|MUNICÍPIO DO RECIFE|67,58
5|Clodoaldo Magalhães|Agosto de 2018|I - Locação de Imóveis - R$ 897,75|03/08/2018|03290581000131|CONDOMINIO DO EDIFICIO EMPRESARIAL CENTER RECIFE|687,00
6|Clodoaldo Magalhães|Agosto de 2018|I - Locação de Imóveis - R$ 897,75|08/08/2018|10835932000108|COMPANHIA ENERGETICA DE PERNAMBUCO|143,17
1|Clodoaldo Magalhães|Setembro de 2018|I - Locação de Imóveis - R$ 3.784,65|30/09/2018|58339825291|TÉRCIO SOARES|3.784,65
2|Clodoaldo Magalhães|Setembro de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|01/10/2018|04949680000145|BARRETO SANTOS LTDA|5.400,00
3|Clodoaldo Magalhães|Setembro de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|01/10/2018|27443575000135|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
1|Clodoaldo Magalhães|Outubro de 2018|I - Locação de Imóveis - R$ 3.784,65|30/10/2018|58339825291|TÉRCIO SOARES|3.784,65
2|Clodoaldo Magalhães|Outubro de 2018|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|31/10/2018|04949680000145|BARRETOS SANTOS LTDA|5.400,00
3|Clodoaldo Magalhães|Outubro de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.367,60|31/10/2018|27443575000135|RODRIGO AZEVEDO SOCIEDADE INDIVIDUAL DE ADVOCACIA|5.367,60
1|Dr. Valdi|Fevereiro de 2015|V - Material de Expediente - R$ 4.799,96|27/02/2015|18.209.928/0001-46|TREYCE EMERICIANO LOPES DA SILVA-EMPORIO DOS ARTISTAS|4.799,96
2|Dr. Valdi|Fevereiro de 2015|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 5.250,00|25/02/2015|09.243.379/0001-35|EPGRAF EQUIPE EDITORIAL E SERV.GRAFICOS LTDA EPP|5.250,00
3|Dr. Valdi|Fevereiro de 2015|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.400,00|05/03/2015|09.186.210/0001-90|BARBOSA & COUTO ADVOGADOS ASSOCIADOS|5.400,00
1|Dr. Valdi|Março de 2015|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 5.400,00|20/03/2015|09.186.210/0001-90|BARBOSA & COUTO ADVOGADOS ASSOCIADOS|5.400,00
2|Dr. Valdi|Março de 2015|V - Material de Expediente - R$ 2.199,60|05/03/2015|14.955.218/0001-04|KLEBER F DE ARRUDA INFORMATICA ME|30,00
3|Dr. Valdi|Março de 2015|V - Material de Expediente - R$ 2.199,60|09/03/2015|14.955.218/0001-04|KLEBER F DE ARRUDA INFORMATICA ME|35,00
4|Dr. Valdi|Março de 2015|V - Material de Expediente - R$ 2.199,60|13/03/2015|18.209.928/0001-46|TREYCE EMERICIANO LOPES DA SILVA-EMPORIO DOS ARTISTAS|2.134,60
